"dataset","optimizer","trial","success","time_seconds","objective_value","tc","m","w","A","B","C1","C2","rel_err","oscillations","damping","error_message"
"medium_bubble","de",4,TRUE,0.549407720565796,0.0788678097362083,2020.57116872026,0.364637734741732,12.4671221510021,5.03719803770276,-3.06215444446133,-0.945643276309498,0.444100339358784,0.0022702747550243,22.2358245979505,0.0857269391050639,""
"medium_bubble","de",5,TRUE,0.546617746353149,0.0788678097362085,2020.57116872021,0.364637732705676,12.4671221488928,5.03719804657031,-3.06215445127101,-0.945643274121617,0.444100338567539,0.00227027423270878,22.2358245978367,0.0857269390216304,""
"medium_bubble","hybrid",1,FALSE,0.121897220611572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"medium_bubble","hybrid",2,FALSE,0.119446754455566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"medium_bubble","hybrid",3,FALSE,0.107269048690796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"medium_bubble","hybrid",4,FALSE,0.105412006378174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"medium_bubble","hybrid",5,FALSE,0.105271816253662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"large_bubble","mlsl",1,TRUE,1.1708037853241,0.20444488036303,2021.39201025457,0.372195760273051,12.4830263910748,4.99801200921649,-3.02918346904743,-0.96098126115994,0.424934310985078,0.00795638750754914,22.2524581611565,0.0859571333223572,""
"large_bubble","mlsl",2,TRUE,1.17227935791016,0.20444488036303,2021.39201025457,0.372195760273051,12.4830263910748,4.99801200921649,-3.02918346904743,-0.96098126115994,0.424934310985078,0.00795638750754914,22.2524581611565,0.0859571333223572,""
"large_bubble","mlsl",3,TRUE,1.24083518981934,0.20444488036303,2021.39201025457,0.372195760273051,12.4830263910748,4.99801200921649,-3.02918346904743,-0.96098126115994,0.424934310985078,0.00795638750754914,22.2524581611565,0.0859571333223572,""
"large_bubble","mlsl",4,TRUE,1.16016244888306,0.20444488036303,2021.39201025457,0.372195760273051,12.4830263910748,4.99801200921649,-3.02918346904743,-0.96098126115994,0.424934310985078,0.00795638750754914,22.2524581611565,0.0859571333223572,""
"large_bubble","mlsl",5,TRUE,1.15755605697632,0.20444488036303,2021.39201025457,0.372195760273051,12.4830263910748,4.99801200921649,-3.02918346904743,-0.96098126115994,0.424934310985078,0.00795638750754914,22.2524581611565,0.0859571333223572,""
"large_bubble","de",1,TRUE,0.946593999862671,0.204383670311902,2021.39201635763,0.373081201669826,12.4832243099032,4.99320953645668,-3.02451820533997,-0.961313603336663,0.42502283746919,0.00811705899531914,22.2523721291242,0.0859997526251006,""
"large_bubble","de",2,TRUE,0.907331705093384,0.204383670311902,2021.39201635765,0.373081201664188,12.4832243093533,4.99320953663845,-3.02451820550021,-0.96131360353964,0.42502283687839,0.00811705936364135,22.2523721265091,0.0859997526365037,""
"large_bubble","de",3,TRUE,0.922368764877319,0.204383670311901,2021.39201635763,0.373081200830527,12.4832243104364,4.99320954101226,-3.02451820975296,-0.96131360301392,0.425022837451986,0.00811705886419222,22.2523721300746,0.0859997525781599,""
"large_bubble","de",4,TRUE,1.00900292396545,0.204383670311902,2021.39201635777,0.373081201166252,12.4832243134719,4.99320953993562,-3.02451820854901,-0.961313603945243,0.4250228354871,0.0081170606337161,22.2523721253827,0.0859997525957193,""
"large_bubble","de",5,TRUE,0.904007434844971,0.204383670311902,2021.39201635772,0.37308120022989,12.4832243123095,4.99320954474135,-3.02451821327179,-0.96131360330658,0.425022836113437,0.00811705985929174,22.2523721272505,0.0859997525492427,""
"large_bubble","hybrid",1,FALSE,0.126352071762085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"large_bubble","hybrid",2,FALSE,0.105303287506104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"large_bubble","hybrid",3,FALSE,0.106629610061646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"large_bubble","hybrid",4,FALSE,0.107486486434937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"large_bubble","hybrid",5,FALSE,0.118378162384033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"small_regular","mlsl",1,TRUE,0.534641027450562,0.0396113075090697,2020.28249243336,0.01,19.5635222141454,9.98901230420513,-5.43590990107931,-0.0143007546999976,-0.00951636639081509,0.0027878238374025,37.4687808915535,0.161756075864643,""
"small_regular","mlsl",2,TRUE,0.512221574783325,0.0396113075090697,2020.28249243336,0.01,19.5635222141454,9.98901230420513,-5.43590990107931,-0.0143007546999976,-0.00951636639081509,0.0027878238374025,37.4687808915535,0.161756075864643,""
"small_regular","mlsl",3,TRUE,0.512479305267334,0.0396113075090697,2020.28249243336,0.01,19.5635222141454,9.98901230420513,-5.43590990107931,-0.0143007546999976,-0.00951636639081509,0.0027878238374025,37.4687808915535,0.161756075864643,""
"small_regular","mlsl",4,TRUE,0.511788845062256,0.0396113075090697,2020.28249243336,0.01,19.5635222141454,9.98901230420513,-5.43590990107931,-0.0143007546999976,-0.00951636639081509,0.0027878238374025,37.4687808915535,0.161756075864643,""
"small_regular","mlsl",5,TRUE,0.510844230651855,0.0396113075090697,2020.28249243336,0.01,19.5635222141454,9.98901230420513,-5.43590990107931,-0.0143007546999976,-0.00951636639081509,0.0027878238374025,37.4687808915535,0.161756075864643,""
"small_regular","de",1,TRUE,0.445034027099609,0.033770273672581,2020.26723623071,0.208958477051729,16.2649137319094,4.87493821595109,-0.335283016529963,0.00470875527090665,0.0289301926385601,0.00182686803446656,34.5282627238096,0.146957157099808,""
"small_regular","de",2,TRUE,0.414809942245483,0.033770273672581,2020.26723623072,0.208958480622714,16.2649137708327,4.874938212595,-0.335283013737246,0.00470875726485194,0.0289301925825932,0.00182686824273005,34.5282628093313,0.146957156706408,""
"small_regular","de",3,TRUE,0.417603969573975,0.033770273672581,2020.2672362307,0.208958472113764,16.2649137424944,4.87493822035679,-0.335283019975129,0.0047087558160339,0.0289301921592529,0.00182686790332462,34.5282627352518,0.146957156974256,""
"small_regular","de",4,TRUE,0.413166522979736,0.0337754139306917,2020.26731825756,0.207014043910912,16.330039210491,4.87714554932196,-0.337238536986521,0.00756596535933788,0.0282027330929303,0.00238177916497948,34.7328388198301,0.14640888720019,""
"small_regular","de",5,TRUE,0.413338899612427,0.033770273672581,2020.2672362307,0.208958475862851,16.2649138110867,4.87493821651542,-0.335283016529349,0.00470875932186123,0.0289301918650322,0.00182686822343501,34.5282628855648,0.146957156113085,""
"small_regular","hybrid",1,FALSE,0.137594699859619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"small_regular","hybrid",2,FALSE,0.104518413543701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"small_regular","hybrid",3,FALSE,0.106846809387207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"small_regular","hybrid",4,FALSE,0.106352567672729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"small_regular","hybrid",5,FALSE,0.105557680130005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
