"Date","P.SS_EW","P.S_EW","P.M_EW","P.L_EW","N.SS_EW","N.S_EW","N.M_EW","N.L_EW","P.SS_EF","P.S_EF","P.M_EF","P.L_EF","N.SS_EF","N.S_EF","N.M_EF","N.L_EF","P.SS_tc","P.S_tc","P.M_tc","P.L_tc","N.SS_tc","N.S_tc","N.M_tc","N.L_tc"
2020-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.91092896175,2020.92349726776,2020.98334032315,2021.49027621828,NA,NA,NA,NA
